index,순번,이수구분,교과목명,캠퍼스구분,학점,강의시간/강의실,강의정보1,강의정보2,학부(과),영역구분
498,536,전필,현대물리실험,가좌캠퍼스,2.0,"목8,9[351-0105]","목8,9[351-0105]",,수학물리학부,
499,537,전필,역학1및연습,가좌캠퍼스,4.0,"월6,7[352-0103],수6,7[352-0103]","월6,7[352-0103]","수6,7[352-0103]",수학물리학부,
500,538,전필,수리물리1및연습,가좌캠퍼스,4.0,"화3,4[352-0103],목1,2[352-0103]","화3,4[352-0103]","목1,2[352-0103]",수학물리학부,
502,540,전선,알고리즘,가좌캠퍼스,3.0,"수3,4,5[351-0115]","수3,4,5[351-0115]",,수학물리학부,
503,541,전선,현대물리학,가좌캠퍼스,3.0,"화1,2[351-0115],목3[351-0115]","화1,2[351-0115]",목3[351-0115],수학물리학부,
504,542,전필,통계물리1,가좌캠퍼스,3.0,"월4[351-0115],수1,2[351-0115]",월4[351-0115],"수1,2[351-0115]",수학물리학부,
505,543,전필,양자역학1및연습,가좌캠퍼스,4.0,"월8,9[352-0205],목6,7[352-0205]","월8,9[352-0205]","목6,7[352-0205]",수학물리학부,
506,544,전선,전자기학2,가좌캠퍼스,3.0,"월6,7[351-0115],수6,7[351-0115]","월6,7[351-0115]","수6,7[351-0115]",수학물리학부,
507,545,전선,물리시스템제어실습,가좌캠퍼스,3.0,"화6,7[351-0201],목8,9[351-0201]","화6,7[351-0201]","목8,9[351-0201]",수학물리학부,
508,546,전선,전자물리,가좌캠퍼스,3.0,"화1,2[352-0103],목3,4[352-0103]","화1,2[352-0103]","목3,4[352-0103]",수학물리학부,
509,547,전선,진공기술,가좌캠퍼스,3.0,"월1,2,3[352-0205]","월1,2,3[352-0205]",,수학물리학부,
510,548,전필,물리와데이터PBL(종합설계),가좌캠퍼스,3.0,"화6,7,8,9[351-0115]","화6,7,8,9[351-0115]",,수학물리학부,
511,549,전선,고체물리,가좌캠퍼스,3.0,수5[352-0205],수5[352-0205],,수학물리학부,
512,550,전선,응용광학,가좌캠퍼스,3.0,"화1,2[352-0205],목3[352-0205]","화1,2[352-0205]",목3[352-0205],수학물리학부,
513,554,전선,양자정보,가좌캠퍼스,3.0,"월8,9[352-0103],목8[352-0103]","월8,9[352-0103]",목8[352-0103],수학물리학부,
514,555,전선,반도체공정및장비,가좌캠퍼스,3.0,"월1,2,3[351-0115]","월1,2,3[351-0115]",,수학물리학부,
515,556,전선,고분자물리,가좌캠퍼스,2.0,"목6,7[352-0103]","목6,7[352-0103]",,수학물리학부,
516,557,전필,해석학1,가좌캠퍼스,2.0,"화1,2[354-0410]","화1,2[354-0410]",,수학물리학부,
517,558,전필,해석학연습,가좌캠퍼스,1.0,"목1,2[354-0410]","목1,2[354-0410]",,수학물리학부,
518,559,전선,미분방정식,가좌캠퍼스,3.0,"월6,7[354-0410],목5[354-0410]","월6,7[354-0410]",목5[354-0410],수학물리학부,
519,560,전선,다변수해석학,가좌캠퍼스,3.0,"월5[354-0410],수6,7[354-0410]",월5[354-0410],"수6,7[354-0410]",수학물리학부,
520,561,전선,기초통계학,가좌캠퍼스,3.0,"월1,2[354-0409],수3[354-0409]","월1,2[354-0409]",수3[354-0409],수학물리학부,
521,562,전선,선형대수학,가좌캠퍼스,3.0,"화5[354-0411],목6,7[354-0411]",화5[354-0411],"목6,7[354-0411]",수학물리학부,
522,563,전필,현대대수학1,가좌캠퍼스,2.0,"수1,2[354-0410]","수1,2[354-0410]",,수학물리학부,
523,564,전필,현대대수학연습,가좌캠퍼스,1.0,"월8,9[354-0410]","월8,9[354-0410]",,수학물리학부,
524,565,전선,금융수학,가좌캠퍼스,3.0,"월6,7[354-0409],목5[354-0409]","월6,7[354-0409]",목5[354-0409],수학물리학부,
525,566,전선,복소수함수론1,가좌캠퍼스,3.0,"월1,2[354-0411],수3[354-0411]","월1,2[354-0411]",수3[354-0411],수학물리학부,
526,567,전선,위상수학2,가좌캠퍼스,3.0,"월5[354-0411],수6,7[354-0411]",월5[354-0411],"수6,7[354-0411]",수학물리학부,
527,568,전선,수학과교과교육론,가좌캠퍼스,3.0,"화1,2[354-0409],목3[354-0409]","화1,2[354-0409]",목3[354-0409],수학물리학부,
528,570,전선,인공지능수학,가좌캠퍼스,3.0,"화5[354-0409],목6,7[354-0409]",화5[354-0409],"목6,7[354-0409]",수학물리학부,
529,571,전선,종합설계,가좌캠퍼스,3.0,"월6,7[354-0424],목5[354-0424]","월6,7[354-0424]",목5[354-0424],수학물리학부,
530,572,전선,실변수함수론,가좌캠퍼스,3.0,"월1,2[354-0410],수3[354-0410]","월1,2[354-0410]",수3[354-0410],수학물리학부,
531,573,전선,미분기하학2,가좌캠퍼스,3.0,"화1,2[354-0411],목3[354-0411]","화1,2[354-0411]",목3[354-0411],수학물리학부,
532,574,전선,수학과교재연구및지도법,가좌캠퍼스,3.0,"월3[354-0411],목1,2[354-0411]",월3[354-0411],"목1,2[354-0411]",수학물리학부,
533,577,전선,응용수치해석학,가좌캠퍼스,3.0,"월5[354-0423],수6,7[354-0423]",월5[354-0423],"수6,7[354-0423]",수학물리학부,
2417,1,균형교양,고사와성어의탐구,가좌캠퍼스,2.0,"금8,9[024-0141]","금8,9[024-0141]",,,문학과문화
2418,2,균형교양,고사와성어의탐구,가좌캠퍼스,2.0,"월1,2[024-0141]","월1,2[024-0141]",,,문학과문화
2419,3,균형교양,고사와성어의탐구,가좌캠퍼스,2.0,"수3,4[024-0141]","수3,4[024-0141]",,,문학과문화
2420,4,균형교양,그리스로마신화의이해,가좌캠퍼스,2.0,"화3,4[024-0160]","화3,4[024-0160]",,,문학과문화
2423,9,균형교양,문학의이해,가좌캠퍼스,2.0,"월6,7[024-0130]","월6,7[024-0130]",,,문학과문화
2424,10,균형교양,문학의이해,가좌캠퍼스,2.0,"수3,4[024-0130]","수3,4[024-0130]",,,문학과문화
2425,11,균형교양,문학의이해,가좌캠퍼스,2.0,"금3,4[024-0185]","금3,4[024-0185]",,,문학과문화
2426,12,균형교양,문학의이해,가좌캠퍼스,2.0,"금1,2[024-0141]","금1,2[024-0141]",,,문학과문화
2428,14,균형교양,영상으로읽는영미문학,가좌캠퍼스,2.0,"수3,4[102-0101]","수3,4[102-0101]",,,문학과문화
2429,15,균형교양,유라시아의민족과문화,가좌캠퍼스,2.0,"화6,7[024-0171]","화6,7[024-0171]",,,문학과문화
2431,19,균형교양,유럽문화의이해,가좌캠퍼스,2.0,"화8,9[024-0156]","화8,9[024-0156]",,,문학과문화
2434,22,균형교양,일본문화의이해,가좌캠퍼스,2.0,"월6,7[024-0260]","월6,7[024-0260]",,,문학과문화
2435,23,균형교양,일본문화의이해,가좌캠퍼스,2.0,"수1,2[024-0275]","수1,2[024-0275]",,,문학과문화
2436,24,균형교양,일본문화의이해,가좌캠퍼스,2.0,"수8,9[024-0275]","수8,9[024-0275]",,,문학과문화
2437,25,균형교양,일본문화의이해,가좌캠퍼스,2.0,"목8,9[024-0227]","목8,9[024-0227]",,,문학과문화
2438,26,균형교양,일본문화의이해,가좌캠퍼스,2.0,"월3,4[024-0230]","월3,4[024-0230]",,,문학과문화
2441,29,균형교양,저작권의이해,가좌캠퍼스,2.0,"목8,9[024-0256]","목8,9[024-0256]",,,문학과문화
2442,30,균형교양,저작권의이해,가좌캠퍼스,2.0,"월8,9[024-0243]","월8,9[024-0243]",,,문학과문화
2443,31,균형교양,프랑스문화와언어의이해,가좌캠퍼스,2.0,"금6,7[024-0175]","금6,7[024-0175]",,,문학과문화
2444,32,균형교양,프랑스어권문화여행,가좌캠퍼스,2.0,"금3,4[024-0141]","금3,4[024-0141]",,,문학과문화
2445,33,균형교양,한국의전통사상과민족문화,가좌캠퍼스,2.0,"목6,7[024-0241]","목6,7[024-0241]",,,문학과문화
2446,34,균형교양,한자의이해,가좌캠퍼스,2.0,"월8,9[024-0145]","월8,9[024-0145]",,,문학과문화
2447,35,균형교양,한자의이해,가좌캠퍼스,2.0,"목3,4[024-0175]","목3,4[024-0175]",,,문학과문화
2448,36,균형교양,한자의이해,가좌캠퍼스,2.0,"화8,9[024-0145]","화8,9[024-0145]",,,문학과문화
2450,38,균형교양,사이언스픽션과진화적상상력,가좌캠퍼스,2.0,"수3,4[024-0225]","수3,4[024-0225]",,,문학과문화
2451,39,균형교양,세계영화기행,가좌캠퍼스,3.0,"화8,9[024-0127],목9[024-0127]","화8,9[024-0127]",목9[024-0127],,문학과문화
2452,42,균형교양,한류문화산업의이해,가좌캠퍼스,2.0,"수6,7[024-0258]","수6,7[024-0258]",,,문학과문화
2453,43,균형교양,한국고전문학의현대적이해와감상,가좌캠퍼스,2.0,"목3,4[024-0143]","목3,4[024-0143]",,,문학과문화
2454,44,균형교양,한국인의언어와문화,가좌캠퍼스,2.0,"수1,2[024-0225]","수1,2[024-0225]",,,문학과문화
2456,46,균형교양,한국고전의이해,가좌캠퍼스,2.0,"월8,9[024-0275]","월8,9[024-0275]",,,문학과문화
2457,47,균형교양,한국고전과콘텐츠활용,가좌캠퍼스,2.0,"수3,4[024-0156]","수3,4[024-0156]",,,문학과문화
2458,48,균형교양,대중문화읽기,가좌캠퍼스,2.0,"수1,2[024-0258]","수1,2[024-0258]",,,문학과문화
2459,49,균형교양,대중문화읽기,가좌캠퍼스,2.0,"월3,4[024-0256]","월3,4[024-0256]",,,문학과문화
2460,50,균형교양,대중문화읽기,가좌캠퍼스,2.0,"월6,7[024-0230]","월6,7[024-0230]",,,문학과문화
2461,51,균형교양,대중문화읽기,가좌캠퍼스,2.0,"화8,9[024-0230]","화8,9[024-0230]",,,문학과문화
2462,52,균형교양,대중문화읽기,가좌캠퍼스,2.0,"금1,2[024-0256]","금1,2[024-0256]",,,문학과문화
2463,53,균형교양,거울에비친유럽문명,가좌캠퍼스,2.0,"화6,7[024-0260]","화6,7[024-0260]",,,역사와철학
2464,54,균형교양,거울에비친유럽문명,가좌캠퍼스,2.0,"수6,7[024-0145]","수6,7[024-0145]",,,역사와철학
2466,56,균형교양,과학기술과철학,가좌캠퍼스,2.0,"화3,4[024-0130]","화3,4[024-0130]",,,역사와철학
2469,59,균형교양,동아시아의고전이해,가좌캠퍼스,2.0,"월6,7[024-0125]","월6,7[024-0125]",,,역사와철학
2470,60,균형교양,동아시아의고전이해,가좌캠퍼스,2.0,"목6,7[024-0230]","목6,7[024-0230]",,,역사와철학
2471,61,균형교양,동아시아의고전이해,가좌캠퍼스,2.0,"화3,4[024-0141]","화3,4[024-0141]",,,역사와철학
2474,64,균형교양,동아시아의사상,가좌캠퍼스,2.0,"월8,9[024-0175]","월8,9[024-0175]",,,역사와철학
2475,65,균형교양,사회윤리,가좌캠퍼스,2.0,"화1,2[024-0145]","화1,2[024-0145]",,,역사와철학
2477,67,균형교양,생명의료윤리,가좌캠퍼스,2.0,"수3,4[024-0143]","수3,4[024-0143]",,,역사와철학
2479,69,균형교양,서양미술의역사,가좌캠퍼스,2.0,"수8,9[024-0141]","수8,9[024-0141]",,,역사와철학
2480,70,균형교양,예술과생활,가좌캠퍼스,2.0,"화6,7[024-0160]","화6,7[024-0160]",,,역사와철학
2482,72,균형교양,인간과윤리,가좌캠퍼스,2.0,"월8,9[024-0256]","월8,9[024-0256]",,,역사와철학
2485,75,균형교양,인도의신화와철학,가좌캠퍼스,2.0,"화3,4[024-0175]","화3,4[024-0175]",,,역사와철학
2486,76,균형교양,일화로보는한국인물사,가좌캠퍼스,2.0,"화3,4[024-0230]","화3,4[024-0230]",,,역사와철학
2487,77,균형교양,한국근현대사이해,가좌캠퍼스,2.0,"수1,2[024-0256]","수1,2[024-0256]",,,역사와철학
2488,78,균형교양,한국근현대사이해,가좌캠퍼스,2.0,"월8,9[024-0171]","월8,9[024-0171]",,,역사와철학
2491,81,균형교양,한국인의역사인식,가좌캠퍼스,2.0,"화3,4[024-0260]","화3,4[024-0260]",,,역사와철학
2494,84,균형교양,한국사인물산책,가좌캠퍼스,2.0,"목6,7[024-0243]","목6,7[024-0243]",,,역사와철학
2496,86,균형교양,한국사인물산책,가좌캠퍼스,2.0,"목1,2[024-0143]","목1,2[024-0143]",,,역사와철학
2497,87,균형교양,이슈로보는중국,가좌캠퍼스,2.0,"월3,4[024-0258]","월3,4[024-0258]",,,역사와철학
2499,89,균형교양,물품의세계사,가좌캠퍼스,2.0,"목6,7[024-0127]","목6,7[024-0127]",,,역사와철학
2501,91,균형교양,FTA의이해와활용,가좌캠퍼스,2.0,"수8,9[024-0127]","수8,9[024-0127]",,,인간과사회
2502,92,균형교양,나의삶과지방자치,가좌캠퍼스,2.0,"수1,2[024-0143]","수1,2[024-0143]",,,인간과사회
2503,93,균형교양,마음의문제,가좌캠퍼스,2.0,"목3,4[024-0256]","목3,4[024-0256]",,,인간과사회
2504,94,균형교양,마음의문제,가좌캠퍼스,2.0,"월6,7[024-0256]","월6,7[024-0256]",,,인간과사회
2506,96,균형교양,문화간소통과글로벌에티켓,가좌캠퍼스,2.0,"수3,4[024-0175]","수3,4[024-0175]",,,인간과사회
2507,97,균형교양,문화간소통과글로벌에티켓,가좌캠퍼스,2.0,"월1,2[024-0145]","월1,2[024-0145]",,,인간과사회
2508,98,균형교양,범죄와인권,가좌캠퍼스,2.0,"수1,2[024-0260]","수1,2[024-0260]",,,인간과사회
2509,99,균형교양,범죄와인권,가좌캠퍼스,2.0,"목1,2[024-0230]","목1,2[024-0230]",,,인간과사회
2510,100,균형교양,범죄와인권,가좌캠퍼스,2.0,"화3,4[024-0185]","화3,4[024-0185]",,,인간과사회
2513,103,균형교양,북한정치와사회,가좌캠퍼스,2.0,"목3,4[024-0185]","목3,4[024-0185]",,,인간과사회
2514,104,균형교양,북한정치와사회,가좌캠퍼스,2.0,"목8,9[024-0258]","목8,9[024-0258]",,,인간과사회
2515,107,균형교양,생활법률,가좌캠퍼스,2.0,"월3,4[024-0275]","월3,4[024-0275]",,,인간과사회
2516,108,균형교양,생활법률,가좌캠퍼스,2.0,"월6,7[024-0275]","월6,7[024-0275]",,,인간과사회
2517,109,균형교양,생활법률,가좌캠퍼스,2.0,"수1,2[024-0175]","수1,2[024-0175]",,,인간과사회
2518,110,균형교양,생활법률,가좌캠퍼스,2.0,"수3,4[024-0245]","수3,4[024-0245]",,,인간과사회
2519,111,균형교양,생활법률,가좌캠퍼스,2.0,"금3,4[024-0260]","금3,4[024-0260]",,,인간과사회
2520,112,균형교양,생활법률,가좌캠퍼스,2.0,"목6,7[024-0258]","목6,7[024-0258]",,,인간과사회
2523,115,균형교양,여성과사회,가좌캠퍼스,2.0,"화6,7[024-0271]","화6,7[024-0271]",,,인간과사회
2525,117,균형교양,정치경제학의이해,가좌캠퍼스,2.0,"수3,4[024-0158]","수3,4[024-0158]",,,인간과사회
2526,118,균형교양,직장과심리학,가좌캠퍼스,2.0,"화6,7[024-0256]","화6,7[024-0256]",,,인간과사회
2529,121,균형교양,한국경제의이해,가좌캠퍼스,2.0,"금1,2[024-0230]","금1,2[024-0230]",,,인간과사회
2531,123,균형교양,경제학뒤집어보기,가좌캠퍼스,2.0,"화3,4[459-0101]","화3,4[459-0101]",,,인간과사회
2532,126,균형교양,20대를위한행복심리학,가좌캠퍼스,2.0,"화3,4[024-0225]","화3,4[024-0225]",,,인간과사회
2534,128,균형교양,다문화교육의이해,가좌캠퍼스,2.0,"화1,2[024-0175]","화1,2[024-0175]",,,인간과사회
2535,130,균형교양,심리학으로푸는스트레스,가좌캠퍼스,2.0,"화8,9[024-0141]","화8,9[024-0141]",,,인간과사회
2536,131,균형교양,심리학으로푸는스트레스,가좌캠퍼스,2.0,"월3,4[024-0156]","월3,4[024-0156]",,,인간과사회
2538,133,균형교양,인터넷윤리,가좌캠퍼스,2.0,"월1,2[024-0225]","월1,2[024-0225]",,,인간과사회
2539,136,균형교양,평화사상과통일의길,가좌캠퍼스,2.0,"금6,7[024-0171]","금6,7[024-0171]",,,인간과사회
2540,139,균형교양,GNU인성,가좌캠퍼스,2.0,"화8,9[024-0125]","화8,9[024-0125]",,,인간과사회
2541,140,균형교양,GNU인성,가좌캠퍼스,2.0,"화8,9[024-0256]","화8,9[024-0256]",,,인간과사회
2542,141,균형교양,GNU인성,가좌캠퍼스,2.0,"화8,9[024-0258]","화8,9[024-0258]",,,인간과사회
2545,144,균형교양,세계도시의이해,가좌캠퍼스,2.0,"월1,2[024-0258]","월1,2[024-0258]",,,인간과사회
2546,145,균형교양,기업경영과공학의이해,가좌캠퍼스,2.0,"토8,9[405-0212]","토8,9[405-0212]",,,인간과사회
2547,146,균형교양,법적용과법적사고의기초적이해,가좌캠퍼스,2.0,"수1,2[251-0201]","수1,2[251-0201]",,,인간과사회
2548,147,균형교양,영상콘텐츠기획의기초,가좌캠퍼스,2.0,"목3,4[024-0145]","목3,4[024-0145]",,,인간과사회
2549,148,균형교양,부란무엇인가,가좌캠퍼스,2.0,"화8,9[459-0101]","화8,9[459-0101]",,,인간과사회
2550,149,균형교양,디지털시대의욕망과나다움,가좌캠퍼스,2.0,"월1,2[024-0245]","월1,2[024-0245]",,,인간과사회
2551,150,균형교양,SDGs와인간,가좌캠퍼스,2.0,"수6,7[024-0158]","수6,7[024-0158]",,,인간과사회
2552,151,균형교양,SDGs의이해와실제,가좌캠퍼스,2.0,"월6,7[024-0141]","월6,7[024-0141]",,,인간과사회
2553,152,균형교양,인공지능과미래사회그리고법,가좌캠퍼스,2.0,"수1,2[024-0145]","수1,2[024-0145]",,,인간과사회
2554,153,균형교양,유럽도시문화산책,가좌캠퍼스,2.0,"목6,7[024-0156]","목6,7[024-0156]",,,인간과사회
2555,155,균형교양,직장생활과윤리적리더십,가좌캠퍼스,2.0,"금3,4[024-0171]","금3,4[024-0171]",,,인간과사회
2556,158,균형교양,패션으로세상읽기,가좌캠퍼스,2.0,"화8,9[001-304강의실(공용)]","화8,9[001-304강의실(공용)]",,,인간과사회
2558,160,균형교양,기업시민경영과ESG,가좌캠퍼스,2.0,"목8,9[024-0160]","목8,9[024-0160]",,,인간과사회
2559,161,균형교양,지속가능환경,가좌캠퍼스,2.0,"목6,7[024-0125]","목6,7[024-0125]",,,인간과사회
2560,162,균형교양,ESG경영관리,가좌캠퍼스,2.0,"목6,7[024-0160]","목6,7[024-0160]",,,인간과사회
2561,163,균형교양,인간의이해,가좌캠퍼스,2.0,"목8,9[024-0145]","목8,9[024-0145]",,,인간과사회
2563,165,균형교양,방송뉴스의이해와실습,가좌캠퍼스,2.0,"수11,12[303-0417]","수11,12[303-0417]",,,인간과사회
2564,166,균형교양,생활과건강,가좌캠퍼스,2.0,"화3,4[024-0245]","화3,4[024-0245]",,,생명과환경
2566,168,균형교양,생활원예,가좌캠퍼스,2.0,"화6,7[024-0156]","화6,7[024-0156]",,,생명과환경
2567,169,균형교양,생활원예,가좌캠퍼스,2.0,"화8,9[024-0160]","화8,9[024-0160]",,,생명과환경
2570,172,균형교양,식량과인간,가좌캠퍼스,2.0,"목8,9[459-0101]","목8,9[459-0101]",,,생명과환경
2571,173,균형교양,식량과인간,가좌캠퍼스,2.0,"금10,11[011-0401]","금10,11[011-0401]",,,생명과환경
2572,174,균형교양,자연과학의발달사,가좌캠퍼스,2.0,"목6,7[024-0185]","목6,7[024-0185]",,,생명과환경
2573,177,균형교양,약과건강,가좌캠퍼스,2.0,"화1,2[024-0230]","화1,2[024-0230]",,,생명과환경
2576,180,균형교양,SDGs와자연,가좌캠퍼스,2.0,"수8,9[024-0158]","수8,9[024-0158]",,,생명과환경
2578,182,균형교양,실용수학,가좌캠퍼스,2.0,"화1,2[024-0158]","화1,2[024-0158]",,,과학과기술
2579,183,균형교양,실용수학,가좌캠퍼스,2.0,"화3,4[024-0158]","화3,4[024-0158]",,,과학과기술
2580,184,균형교양,실용수학,가좌캠퍼스,2.0,"금1,2[024-0160]","금1,2[024-0160]",,,과학과기술
2582,186,균형교양,우주와지구,가좌캠퍼스,2.0,"목6,7[354-0504]","목6,7[354-0504]",,,과학과기술
2583,187,균형교양,우주와지구,가좌캠퍼스,2.0,"화6,7[024-0130]","화6,7[024-0130]",,,과학과기술
2584,188,균형교양,우주와지구,가좌캠퍼스,2.0,"화8,9[024-0130]","화8,9[024-0130]",,,과학과기술
2585,189,균형교양,우주와지구,가좌캠퍼스,2.0,"목6,7[024-0130]","목6,7[024-0130]",,,과학과기술
2586,190,균형교양,우주와지구,가좌캠퍼스,2.0,"목8,9[024-0130]","목8,9[024-0130]",,,과학과기술
2587,191,균형교양,정보와통계,가좌캠퍼스,2.0,"화3,4[102-0101]","화3,4[102-0101]",,,과학과기술
2588,192,균형교양,환경과오염,가좌캠퍼스,2.0,"월6,7[024-0156]","월6,7[024-0156]",,,과학과기술
2589,193,균형교양,환경과오염,가좌캠퍼스,2.0,"화6,7[024-0127]","화6,7[024-0127]",,,과학과기술
2590,194,균형교양,환경과오염,가좌캠퍼스,2.0,"수1,2[024-0130]","수1,2[024-0130]",,,과학과기술
2591,195,균형교양,환경과오염,가좌캠퍼스,2.0,"월6,7[024-0160]","월6,7[024-0160]",,,과학과기술
2592,196,균형교양,환경과오염,가좌캠퍼스,2.0,"금3,4[024-0230]","금3,4[024-0230]",,,과학과기술
2596,200,균형교양,특허의이해,가좌캠퍼스,2.0,"수8,9[024-0185]","수8,9[024-0185]",,,과학과기술
2597,201,균형교양,금융속의수,가좌캠퍼스,2.0,"화6,7[352-0111]","화6,7[352-0111]",,,과학과기술
2598,202,균형교양,금융속의수,가좌캠퍼스,2.0,"화8,9[352-0111]","화8,9[352-0111]",,,과학과기술
2600,204,균형교양,인간과지구환경,가좌캠퍼스,2.0,"목1,2[024-0125]","목1,2[024-0125]",,,과학과기술
2601,205,균형교양,인간과지구환경,가좌캠퍼스,2.0,"목3,4[024-0127]","목3,4[024-0127]",,,과학과기술
2602,206,균형교양,인간과지구환경,가좌캠퍼스,2.0,"화1,2[024-0143]","화1,2[024-0143]",,,과학과기술
2603,207,균형교양,인간과지구환경,가좌캠퍼스,2.0,"화3,4[024-0143]","화3,4[024-0143]",,,과학과기술
2605,209,균형교양,4차산업혁명과과학기술,가좌캠퍼스,2.0,"화8,9[024-0185]","화8,9[024-0185]",,,과학과기술
2607,211,균형교양,공연예술과문화,가좌캠퍼스,2.0,"목3,4[024-0125]","목3,4[024-0125]",,,예술과체육
2609,213,균형교양,국악의이해,가좌캠퍼스,2.0,"화6,7[024-0243]","화6,7[024-0243]",,,예술과체육
2611,215,균형교양,디지털게임과문화,가좌캠퍼스,2.0,"월3,4[024-0160]","월3,4[024-0160]",,,예술과체육
2613,217,균형교양,디지털사진찍기,가좌캠퍼스,2.0,"금6,7[024-0185]","금6,7[024-0185]",,,예술과체육
2614,218,균형교양,"레져스포츠(볼링,골프,스포츠클라이밍,스포츠댄스,방송댄스)",가좌캠퍼스,1.0,"월6,7[005-0124]","월6,7[005-0124]",,,예술과체육
2615,219,균형교양,"레져스포츠(볼링,골프,스포츠클라이밍,스포츠댄스,방송댄스)",가좌캠퍼스,1.0,"월8,9[005-0122]","월8,9[005-0122]",,,예술과체육
2616,220,균형교양,"레져스포츠(볼링,골프,스포츠클라이밍,스포츠댄스,방송댄스)",가좌캠퍼스,1.0,"화8,9[005-0108]","화8,9[005-0108]",,,예술과체육
2617,221,균형교양,"레져스포츠(볼링,골프,스포츠클라이밍,스포츠댄스,방송댄스)",가좌캠퍼스,1.0,"월6,7[006-0203]","월6,7[006-0203]",,,예술과체육
2618,222,균형교양,"레져스포츠(볼링,골프,스포츠클라이밍,스포츠댄스,방송댄스)",가좌캠퍼스,1.0,"목3,4[006-0203]","목3,4[006-0203]",,,예술과체육
2619,223,균형교양,"레져스포츠(볼링,골프,스포츠클라이밍,스포츠댄스,방송댄스)",가좌캠퍼스,1.0,"목6,7[006-0203]","목6,7[006-0203]",,,예술과체육
2620,224,균형교양,몸으로보는문화예술,가좌캠퍼스,2.0,"월3,4[024-0125]","월3,4[024-0125]",,,예술과체육
2622,226,균형교양,문화예술교육개론,가좌캠퍼스,2.0,"화3,4[024-0275]","화3,4[024-0275]",,,예술과체육
2623,227,균형교양,발명과혁신을위한창의기법,가좌캠퍼스,2.0,"목8,9[024-0173]","목8,9[024-0173]",,,예술과체육
2624,228,균형교양,"수상스포츠(수영,카약,윈드서핑,수상스키,요트)",가좌캠퍼스,1.0,"월3,4[006-0101]","월3,4[006-0101]",,,예술과체육
2625,229,균형교양,"수상스포츠(수영,카약,윈드서핑,수상스키,요트)",가좌캠퍼스,1.0,"화3,4[006-0101]","화3,4[006-0101]",,,예술과체육
2626,230,균형교양,"수상스포츠(수영,카약,윈드서핑,수상스키,요트)",가좌캠퍼스,1.0,"수3,4[006-0101]","수3,4[006-0101]",,,예술과체육
2627,231,균형교양,"수상스포츠(수영,카약,윈드서핑,수상스키,요트)",가좌캠퍼스,1.0,"목3,4[006-0101]","목3,4[006-0101]",,,예술과체육
2628,232,균형교양,"수상스포츠(수영,카약,윈드서핑,수상스키,요트)",가좌캠퍼스,1.0,"토1,2[303-0717]","토1,2[303-0717]",,,예술과체육
2629,233,균형교양,"수상스포츠(수영,카약,윈드서핑,수상스키,요트)",가좌캠퍼스,1.0,"토3,4[303-0717]","토3,4[303-0717]",,,예술과체육
2630,234,균형교양,연극의이해와감상,가좌캠퍼스,2.0,"월6,7[024-0145]","월6,7[024-0145]",,,예술과체육
2631,235,균형교양,영화의이해,가좌캠퍼스,2.0,"수3,4[024-0127]","수3,4[024-0127]",,,예술과체육
2634,239,균형교양,재미있는미술의세계,가좌캠퍼스,2.0,"목1,2[024-0160]","목1,2[024-0160]",,,예술과체육
2635,240,균형교양,축제와공연예술체험,가좌캠퍼스,2.0,"금1,2[024-0173]","금1,2[024-0173]",,,예술과체육
2636,241,균형교양,현대사회와스포츠,가좌캠퍼스,2.0,"화6,7[024-0145]","화6,7[024-0145]",,,예술과체육
2637,242,균형교양,현대사회와스포츠,가좌캠퍼스,2.0,"월8,9[024-0156]","월8,9[024-0156]",,,예술과체육
2638,243,균형교양,현대사회와스포츠,가좌캠퍼스,2.0,"월8,9[024-0185]","월8,9[024-0185]",,,예술과체육
2641,246,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"수1,2[043-0X00]","수1,2[043-0X00]",,,예술과체육
2642,247,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"화6,7[005-0101]","화6,7[005-0101]",,,예술과체육
2643,248,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"금3,4[005-0101]","금3,4[005-0101]",,,예술과체육
2644,249,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"월3,4[049-0101]","월3,4[049-0101]",,,예술과체육
2645,250,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"수6,7[005-0101]","수6,7[005-0101]",,,예술과체육
2646,251,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"목6,7[005-0101]","목6,7[005-0101]",,,예술과체육
2647,252,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"목8,9[005-0101]","목8,9[005-0101]",,,예술과체육
2648,253,균형교양,"구기(축구,농구,배구,테니스,배드민턴,탁구)",가좌캠퍼스,1.0,"화3,4[005-0101]","화3,4[005-0101]",,,예술과체육
2651,256,균형교양,"피트니스스포츠(요가,웨이트트레이닝,GX)",가좌캠퍼스,1.0,"화6,7[006-0203]","화6,7[006-0203]",,,예술과체육
2652,257,균형교양,"피트니스스포츠(요가,웨이트트레이닝,GX)",가좌캠퍼스,1.0,"수6,7[006-0203]","수6,7[006-0203]",,,예술과체육
